education,experience,industry,skills,jobtitle,location,salary_range,work_hours,company_size,job_type
Master,5,Retail,HTML/CSS,Retail / Wholesale,Paris,"$110,000 - $130,000",Contract,Small (1-50 employees),Engineer
Master,9,Healthcare,JavaScript,Internet / Ecommerce,Tokyo,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Administrator
Master,15,Healthcare,Communication,Media / Entertainment / Internet,New York,"$50,000 - $70,000",Part-time,Small (1-50 employees),Developer
PhD,7,Retail,Java,Retail / Wholesale,San Francisco,"$50,000 - $70,000",Remote,Small (1-50 employees),Developer
Bachelor,13,Finance,SQL,Healthcare / Medical Services,Berlin,"$50,000 - $70,000",Remote,Medium (51-500 employees),Consultant
PhD,11,Finance,Java,Hospitality / Tourism,Toronto,"$110,000 - $130,000",Contract,Small (1-50 employees),Developer
Master,17,Hospitality,SQL,IT-Software / Software Services,Singapore,"$70,000 - $90,000",Part-time,Small (1-50 employees),Manager
Master,18,Industrial,Data Analysis,Hospitality / Tourism,Singapore,"$90,000 - $110,000",Contract,Medium (51-500 employees),Consultant
Master,13,Hospitality,HTML/CSS,Hospitality / Tourism,Toronto,"$90,000 - $110,000",Contract,Large (501-10000 employees),Designer
High School,3,IT,Machine Learning,Finance / Banking,London,"$110,000 - $130,000",Remote,Small (1-50 employees),Manager
Bachelor,1,Healthcare,Problem Solving,Retail / Wholesale,San Francisco,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Engineer
PhD,1,Hospitality,Communication,Finance / Banking,Singapore,"$50,000 - $70,000",Remote,Small (1-50 employees),Developer
Master,11,IT,Python,Finance / Banking,Singapore,"$110,000 - $130,000",Remote,Medium (51-500 employees),Designer
PhD,2,Finance,JavaScript,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Remote,Medium (51-500 employees),Engineer
PhD,10,Healthcare,Data Analysis,Internet / Ecommerce,Paris,"$110,000 - $130,000",Contract,Large (501-10000 employees),Administrator
High School,6,Education,JavaScript,IT-Software / Software Services,New York,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Engineer
High School,10,IT,Communication,Healthcare / Medical Services,Paris,"$110,000 - $130,000",Contract,Large (501-10000 employees),Consultant
PhD,3,IT,Machine Learning,Industrial Products / Heavy Machinery,Paris,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Administrator
PhD,15,Healthcare,HTML/CSS,Healthcare / Medical Services,San Francisco,"$70,000 - $90,000",Contract,Medium (51-500 employees),Developer
PhD,5,Ecommerce,SQL,Recruitment / Staffing,Shanghai,"$90,000 - $110,000",Remote,Large (501-10000 employees),Manager
High School,18,Education,Problem Solving,Internet / Ecommerce,San Francisco,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Developer
High School,1,IT,Communication,Finance / Banking,London,"$110,000 - $130,000",Full-time,Small (1-50 employees),Analyst
Bachelor,15,Industrial,Python,Recruitment / Staffing,Toronto,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Consultant
Bachelor,15,Healthcare,Machine Learning,Retail / Wholesale,Shanghai,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Analyst
Bachelor,7,Education,C++,Education / Teaching,San Francisco,"$70,000 - $90,000",Full-time,Enterprise (10000+ employees),Consultant
Master,6,Finance,Problem Solving,Recruitment / Staffing,Shanghai,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Manager
PhD,2,Hospitality,Java,Industrial Products / Heavy Machinery,London,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Engineer
Bachelor,15,Media,Python,Healthcare / Medical Services,Berlin,"$70,000 - $90,000",Remote,Small (1-50 employees),Designer
High School,1,Finance,JavaScript,Education / Teaching,Singapore,"$70,000 - $90,000",Remote,Large (501-10000 employees),Administrator
Master,3,Healthcare,C++,Internet / Ecommerce,New York,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Administrator
High School,16,Education,SQL,Recruitment / Staffing,Berlin,"$70,000 - $90,000",Remote,Small (1-50 employees),Analyst
Bachelor,10,Ecommerce,HTML/CSS,Media / Entertainment / Internet,Singapore,"$90,000 - $110,000",Contract,Medium (51-500 employees),Administrator
Master,1,Retail,C++,Recruitment / Staffing,Toronto,"$110,000 - $130,000",Full-time,Small (1-50 employees),Administrator
Bachelor,3,IT,JavaScript,Hospitality / Tourism,Sydney,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Consultant
High School,18,Ecommerce,Python,Education / Teaching,Tokyo,"$70,000 - $90,000",Remote,Large (501-10000 employees),Analyst
Bachelor,9,IT,C++,Education / Teaching,Singapore,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Consultant
Bachelor,5,Media,Data Analysis,Recruitment / Staffing,New York,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Developer
Master,4,Media,C++,Finance / Banking,Sydney,"$110,000 - $130,000",Remote,Small (1-50 employees),Analyst
High School,13,Media,HTML/CSS,IT-Software / Software Services,Berlin,"$110,000 - $130,000",Contract,Medium (51-500 employees),Manager
Bachelor,11,Ecommerce,SQL,Healthcare / Medical Services,Shanghai,"$50,000 - $70,000",Full-time,Small (1-50 employees),Developer
PhD,8,Media,Python,Industrial Products / Heavy Machinery,Berlin,"$130,000 - $150,000",Remote,Medium (51-500 employees),Manager
Master,3,Industrial,C++,IT-Software / Software Services,London,"$70,000 - $90,000",Contract,Large (501-10000 employees),Consultant
Master,8,Retail,HTML/CSS,Hospitality / Tourism,London,"$110,000 - $130,000",Remote,Medium (51-500 employees),Developer
High School,14,Media,Communication,Education / Teaching,San Francisco,"$70,000 - $90,000",Part-time,Small (1-50 employees),Administrator
Bachelor,7,Media,SQL,IT-Software / Software Services,Berlin,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Consultant
Bachelor,13,Recruitment,JavaScript,Healthcare / Medical Services,Toronto,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Designer
High School,7,Retail,Problem Solving,Media / Entertainment / Internet,Toronto,"$50,000 - $70,000",Contract,Small (1-50 employees),Engineer
Master,13,Healthcare,HTML/CSS,Recruitment / Staffing,New York,"$110,000 - $130,000",Part-time,Small (1-50 employees),Analyst
High School,19,Ecommerce,JavaScript,Education / Teaching,San Francisco,"$90,000 - $110,000",Remote,Medium (51-500 employees),Administrator
Bachelor,4,IT,Machine Learning,IT-Software / Software Services,San Francisco,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Engineer
Master,7,Recruitment,Machine Learning,Recruitment / Staffing,Paris,"$130,000 - $150,000",Contract,Large (501-10000 employees),Designer
High School,19,Media,C++,Recruitment / Staffing,Shanghai,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Analyst
Bachelor,10,IT,JavaScript,Retail / Wholesale,Berlin,"$110,000 - $130,000",Remote,Large (501-10000 employees),Engineer
Master,10,Media,Machine Learning,Finance / Banking,Tokyo,"$50,000 - $70,000",Contract,Medium (51-500 employees),Engineer
High School,5,IT,Data Analysis,Industrial Products / Heavy Machinery,Paris,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Manager
Master,10,Industrial,Python,Retail / Wholesale,London,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Engineer
Bachelor,10,Industrial,SQL,Industrial Products / Heavy Machinery,London,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Analyst
Bachelor,5,Finance,Python,Industrial Products / Heavy Machinery,Tokyo,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Engineer
Bachelor,8,Finance,C++,Media / Entertainment / Internet,London,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Administrator
Bachelor,19,Media,SQL,IT-Software / Software Services,Shanghai,"$90,000 - $110,000",Contract,Large (501-10000 employees),Administrator
Master,17,Recruitment,Python,IT-Software / Software Services,Berlin,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Consultant
High School,1,Retail,Problem Solving,Recruitment / Staffing,Sydney,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Analyst
PhD,17,Media,Machine Learning,IT-Software / Software Services,Sydney,"$90,000 - $110,000",Remote,Large (501-10000 employees),Designer
Bachelor,14,Recruitment,SQL,Industrial Products / Heavy Machinery,New York,"$70,000 - $90,000",Contract,Small (1-50 employees),Engineer
Bachelor,13,Retail,HTML/CSS,Internet / Ecommerce,Toronto,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Manager
PhD,6,Healthcare,Data Analysis,Internet / Ecommerce,Tokyo,"$110,000 - $130,000",Contract,Medium (51-500 employees),Analyst
PhD,4,Ecommerce,Data Analysis,Retail / Wholesale,Singapore,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Manager
High School,7,Ecommerce,SQL,Internet / Ecommerce,Berlin,"$130,000 - $150,000",Remote,Medium (51-500 employees),Designer
High School,13,Finance,Data Analysis,Hospitality / Tourism,Sydney,"$90,000 - $110,000",Contract,Small (1-50 employees),Designer
PhD,16,Media,HTML/CSS,Retail / Wholesale,New York,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Consultant
Bachelor,1,Healthcare,Java,Internet / Ecommerce,Singapore,"$110,000 - $130,000",Remote,Medium (51-500 employees),Consultant
High School,17,Healthcare,Communication,Industrial Products / Heavy Machinery,New York,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Analyst
PhD,18,Ecommerce,HTML/CSS,IT-Software / Software Services,London,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Designer
PhD,13,Recruitment,C++,Retail / Wholesale,Berlin,"$130,000 - $150,000",Remote,Large (501-10000 employees),Manager
Bachelor,2,Recruitment,Java,Hospitality / Tourism,Singapore,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Engineer
High School,12,Media,Data Analysis,Education / Teaching,Shanghai,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Engineer
High School,12,Hospitality,Communication,IT-Software / Software Services,Shanghai,"$50,000 - $70,000",Contract,Small (1-50 employees),Engineer
High School,10,Ecommerce,Problem Solving,Finance / Banking,Paris,"$70,000 - $90,000",Remote,Small (1-50 employees),Manager
Bachelor,4,Hospitality,C++,Retail / Wholesale,London,"$70,000 - $90,000",Remote,Medium (51-500 employees),Manager
High School,15,Finance,Data Analysis,Finance / Banking,Singapore,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Designer
PhD,19,Media,Java,Finance / Banking,Paris,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Administrator
Bachelor,19,Retail,Data Analysis,Media / Entertainment / Internet,Sydney,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Analyst
High School,6,Retail,Java,Media / Entertainment / Internet,Tokyo,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Engineer
Master,8,Finance,Java,Hospitality / Tourism,Singapore,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Analyst
Master,15,Finance,Data Analysis,Recruitment / Staffing,Sydney,"$70,000 - $90,000",Remote,Small (1-50 employees),Engineer
PhD,17,Media,Communication,Internet / Ecommerce,San Francisco,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Administrator
Bachelor,18,IT,Problem Solving,Finance / Banking,Paris,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Engineer
High School,9,Finance,Machine Learning,Healthcare / Medical Services,New York,"$130,000 - $150,000",Part-time,Small (1-50 employees),Manager
Bachelor,10,Hospitality,JavaScript,IT-Software / Software Services,San Francisco,"$110,000 - $130,000",Full-time,Small (1-50 employees),Analyst
Bachelor,13,Finance,Machine Learning,IT-Software / Software Services,Toronto,"$50,000 - $70,000",Full-time,Small (1-50 employees),Engineer
PhD,12,Ecommerce,Problem Solving,IT-Software / Software Services,San Francisco,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Engineer
Master,8,Retail,JavaScript,Retail / Wholesale,Toronto,"$90,000 - $110,000",Contract,Medium (51-500 employees),Analyst
High School,1,Industrial,Python,Media / Entertainment / Internet,Toronto,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Engineer
Bachelor,19,Retail,Python,Healthcare / Medical Services,London,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Manager
Master,7,Media,Problem Solving,Internet / Ecommerce,Tokyo,"$130,000 - $150,000",Remote,Medium (51-500 employees),Designer
PhD,16,Media,Communication,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Analyst
Master,2,Industrial,Machine Learning,Media / Entertainment / Internet,Paris,"$130,000 - $150,000",Contract,Large (501-10000 employees),Developer
High School,14,Education,Python,Hospitality / Tourism,San Francisco,"$50,000 - $70,000",Part-time,Small (1-50 employees),Administrator
Bachelor,18,Education,Java,Recruitment / Staffing,Berlin,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Developer
Bachelor,5,Education,Java,Industrial Products / Heavy Machinery,Berlin,"$130,000 - $150,000",Remote,Large (501-10000 employees),Analyst
Bachelor,1,Industrial,Data Analysis,Industrial Products / Heavy Machinery,Singapore,"$70,000 - $90,000",Contract,Large (501-10000 employees),Developer
PhD,16,Hospitality,Communication,Media / Entertainment / Internet,San Francisco,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Developer
High School,13,Healthcare,Machine Learning,IT-Software / Software Services,Toronto,"$70,000 - $90,000",Contract,Medium (51-500 employees),Developer
High School,10,Education,Problem Solving,Industrial Products / Heavy Machinery,Tokyo,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Designer
Master,12,Healthcare,SQL,Internet / Ecommerce,San Francisco,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Administrator
High School,8,Education,Java,Finance / Banking,Shanghai,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Developer
Master,5,Industrial,HTML/CSS,IT-Software / Software Services,Sydney,"$110,000 - $130,000",Full-time,Small (1-50 employees),Engineer
High School,3,Industrial,JavaScript,Internet / Ecommerce,Sydney,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Developer
Bachelor,6,Finance,HTML/CSS,Hospitality / Tourism,London,"$130,000 - $150,000",Full-time,Small (1-50 employees),Designer
Bachelor,12,Media,Java,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Administrator
PhD,18,Industrial,Problem Solving,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Contract,Medium (51-500 employees),Developer
PhD,11,Healthcare,HTML/CSS,Retail / Wholesale,New York,"$110,000 - $130,000",Contract,Large (501-10000 employees),Developer
Bachelor,8,IT,C++,Healthcare / Medical Services,New York,"$70,000 - $90,000",Remote,Medium (51-500 employees),Administrator
Bachelor,16,Recruitment,Java,Retail / Wholesale,Singapore,"$70,000 - $90,000",Full-time,Enterprise (10000+ employees),Analyst
Master,8,Hospitality,Java,Media / Entertainment / Internet,Singapore,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Developer
PhD,18,IT,HTML/CSS,Media / Entertainment / Internet,Tokyo,"$50,000 - $70,000",Remote,Medium (51-500 employees),Analyst
Master,7,Education,JavaScript,Hospitality / Tourism,Singapore,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Administrator
PhD,15,Hospitality,HTML/CSS,Internet / Ecommerce,New York,"$50,000 - $70,000",Remote,Large (501-10000 employees),Administrator
PhD,15,Healthcare,JavaScript,IT-Software / Software Services,Paris,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Manager
Bachelor,13,Retail,Communication,IT-Software / Software Services,New York,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Analyst
PhD,3,Recruitment,Python,Education / Teaching,Berlin,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Analyst
Master,9,Hospitality,Machine Learning,Healthcare / Medical Services,Toronto,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Engineer
Bachelor,7,Retail,Machine Learning,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Analyst
Master,10,Industrial,Communication,Retail / Wholesale,Toronto,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Developer
PhD,6,Industrial,Communication,Finance / Banking,Berlin,"$110,000 - $130,000",Full-time,Small (1-50 employees),Engineer
High School,4,Media,Java,IT-Software / Software Services,New York,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Engineer
High School,16,Ecommerce,Data Analysis,Recruitment / Staffing,Paris,"$50,000 - $70,000",Contract,Small (1-50 employees),Engineer
PhD,8,Education,JavaScript,Industrial Products / Heavy Machinery,San Francisco,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Designer
Master,6,Ecommerce,HTML/CSS,Finance / Banking,Tokyo,"$110,000 - $130,000",Contract,Large (501-10000 employees),Engineer
High School,9,Industrial,JavaScript,Finance / Banking,Paris,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Administrator
Master,10,Industrial,JavaScript,Finance / Banking,London,"$110,000 - $130,000",Remote,Medium (51-500 employees),Manager
PhD,9,Finance,HTML/CSS,Finance / Banking,Paris,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Designer
Master,14,Ecommerce,SQL,Retail / Wholesale,Berlin,"$50,000 - $70,000",Remote,Small (1-50 employees),Developer
Master,1,Recruitment,HTML/CSS,Education / Teaching,Tokyo,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Administrator
Master,1,Retail,Java,Education / Teaching,Toronto,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Administrator
Master,15,Education,Java,Internet / Ecommerce,Sydney,"$50,000 - $70,000",Full-time,Small (1-50 employees),Engineer
PhD,19,Finance,Machine Learning,Recruitment / Staffing,New York,"$70,000 - $90,000",Remote,Medium (51-500 employees),Consultant
PhD,9,Recruitment,Communication,Education / Teaching,Singapore,"$110,000 - $130,000",Full-time,Small (1-50 employees),Consultant
High School,2,Retail,Communication,Hospitality / Tourism,Shanghai,"$70,000 - $90,000",Full-time,Small (1-50 employees),Designer
Master,14,Retail,Communication,Retail / Wholesale,Sydney,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Engineer
PhD,13,Healthcare,JavaScript,Internet / Ecommerce,Shanghai,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Consultant
Bachelor,11,Education,JavaScript,Finance / Banking,Toronto,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Developer
PhD,6,Healthcare,HTML/CSS,Retail / Wholesale,Singapore,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Administrator
PhD,11,Hospitality,Java,Hospitality / Tourism,Berlin,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Administrator
Master,5,Healthcare,Data Analysis,Hospitality / Tourism,Tokyo,"$70,000 - $90,000",Contract,Medium (51-500 employees),Developer
Master,16,Industrial,Data Analysis,Education / Teaching,London,"$90,000 - $110,000",Full-time,Small (1-50 employees),Consultant
Master,18,Recruitment,HTML/CSS,Education / Teaching,Tokyo,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Developer
Bachelor,14,Education,Data Analysis,Recruitment / Staffing,San Francisco,"$130,000 - $150,000",Part-time,Small (1-50 employees),Administrator
Bachelor,12,Industrial,Problem Solving,Hospitality / Tourism,Tokyo,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Developer
Master,18,Finance,Problem Solving,Media / Entertainment / Internet,Shanghai,"$90,000 - $110,000",Part-time,Small (1-50 employees),Developer
Master,3,Recruitment,SQL,Healthcare / Medical Services,New York,"$50,000 - $70,000",Remote,Medium (51-500 employees),Manager
PhD,18,Healthcare,JavaScript,IT-Software / Software Services,Paris,"$130,000 - $150,000",Contract,Small (1-50 employees),Consultant
Master,1,Finance,HTML/CSS,Media / Entertainment / Internet,Shanghai,"$90,000 - $110,000",Contract,Large (501-10000 employees),Administrator
High School,19,Finance,C++,Recruitment / Staffing,Berlin,"$130,000 - $150,000",Contract,Medium (51-500 employees),Consultant
Master,16,Ecommerce,C++,Industrial Products / Heavy Machinery,Toronto,"$70,000 - $90,000",Remote,Medium (51-500 employees),Consultant
PhD,19,IT,Communication,Recruitment / Staffing,Tokyo,"$90,000 - $110,000",Contract,Medium (51-500 employees),Manager
PhD,2,IT,HTML/CSS,Industrial Products / Heavy Machinery,London,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Manager
High School,9,Healthcare,Problem Solving,Media / Entertainment / Internet,New York,"$50,000 - $70,000",Full-time,Small (1-50 employees),Administrator
High School,9,Media,Python,IT-Software / Software Services,Toronto,"$110,000 - $130,000",Remote,Large (501-10000 employees),Manager
Bachelor,9,Recruitment,Communication,Recruitment / Staffing,New York,"$50,000 - $70,000",Contract,Enterprise (10000+ employees),Manager
Bachelor,8,Retail,Python,Internet / Ecommerce,Singapore,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Engineer
Master,16,Recruitment,Machine Learning,Internet / Ecommerce,New York,"$110,000 - $130,000",Contract,Medium (51-500 employees),Developer
High School,2,Ecommerce,HTML/CSS,Finance / Banking,Berlin,"$90,000 - $110,000",Remote,Large (501-10000 employees),Administrator
Bachelor,16,Education,Java,IT-Software / Software Services,Toronto,"$90,000 - $110,000",Part-time,Small (1-50 employees),Manager
Master,5,Industrial,JavaScript,Healthcare / Medical Services,San Francisco,"$130,000 - $150,000",Contract,Small (1-50 employees),Designer
Bachelor,15,Media,HTML/CSS,Recruitment / Staffing,New York,"$50,000 - $70,000",Remote,Large (501-10000 employees),Manager
Master,17,Hospitality,Communication,Media / Entertainment / Internet,San Francisco,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Developer
PhD,18,Hospitality,Java,Internet / Ecommerce,San Francisco,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Designer
PhD,2,Finance,Communication,Finance / Banking,Tokyo,"$50,000 - $70,000",Remote,Large (501-10000 employees),Designer
PhD,16,Finance,SQL,Hospitality / Tourism,Singapore,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Engineer
Master,7,Healthcare,Communication,Recruitment / Staffing,Tokyo,"$50,000 - $70,000",Full-time,Small (1-50 employees),Administrator
High School,16,Finance,Data Analysis,Finance / Banking,San Francisco,"$110,000 - $130,000",Remote,Small (1-50 employees),Administrator
High School,8,Ecommerce,Machine Learning,IT-Software / Software Services,Shanghai,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Consultant
Bachelor,17,Finance,Data Analysis,Retail / Wholesale,Tokyo,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Analyst
Bachelor,5,Education,Machine Learning,Finance / Banking,Tokyo,"$130,000 - $150,000",Contract,Medium (51-500 employees),Designer
PhD,15,Ecommerce,Problem Solving,Media / Entertainment / Internet,London,"$110,000 - $130,000",Contract,Small (1-50 employees),Developer
Master,6,Recruitment,Python,IT-Software / Software Services,New York,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Administrator
High School,14,Media,Java,Retail / Wholesale,San Francisco,"$50,000 - $70,000",Remote,Medium (51-500 employees),Engineer
PhD,5,Recruitment,Java,Hospitality / Tourism,Sydney,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Administrator
PhD,1,Recruitment,Python,Finance / Banking,Tokyo,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Developer
Bachelor,13,Education,HTML/CSS,Hospitality / Tourism,New York,"$130,000 - $150,000",Remote,Large (501-10000 employees),Manager
Bachelor,2,Retail,Problem Solving,IT-Software / Software Services,Berlin,"$130,000 - $150,000",Contract,Large (501-10000 employees),Manager
Master,4,Media,HTML/CSS,Internet / Ecommerce,London,"$70,000 - $90,000",Contract,Large (501-10000 employees),Designer
Master,12,Industrial,C++,Education / Teaching,Berlin,"$130,000 - $150,000",Remote,Large (501-10000 employees),Consultant
High School,18,Recruitment,JavaScript,Recruitment / Staffing,Toronto,"$90,000 - $110,000",Full-time,Small (1-50 employees),Designer
High School,14,Industrial,Machine Learning,IT-Software / Software Services,San Francisco,"$50,000 - $70,000",Contract,Large (501-10000 employees),Designer
High School,7,Industrial,HTML/CSS,Finance / Banking,Berlin,"$110,000 - $130,000",Part-time,Small (1-50 employees),Consultant
Master,17,Healthcare,Machine Learning,Internet / Ecommerce,Singapore,"$130,000 - $150,000",Contract,Medium (51-500 employees),Administrator
Master,11,Ecommerce,HTML/CSS,IT-Software / Software Services,San Francisco,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Analyst
PhD,9,Hospitality,Java,IT-Software / Software Services,New York,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Developer
Bachelor,5,Finance,Java,Retail / Wholesale,Singapore,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Engineer
Master,9,Media,JavaScript,Internet / Ecommerce,New York,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Administrator
High School,2,Industrial,Data Analysis,Recruitment / Staffing,Berlin,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Analyst
PhD,17,Education,Java,Media / Entertainment / Internet,Berlin,"$50,000 - $70,000",Contract,Medium (51-500 employees),Developer
High School,18,Recruitment,Problem Solving,IT-Software / Software Services,Shanghai,"$50,000 - $70,000",Remote,Medium (51-500 employees),Engineer
PhD,9,Retail,Machine Learning,Industrial Products / Heavy Machinery,Sydney,"$70,000 - $90,000",Contract,Large (501-10000 employees),Manager
High School,3,Healthcare,Java,Media / Entertainment / Internet,Paris,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Designer
Master,2,Finance,JavaScript,Media / Entertainment / Internet,Berlin,"$110,000 - $130,000",Remote,Medium (51-500 employees),Engineer
Master,16,Education,Communication,Healthcare / Medical Services,Singapore,"$70,000 - $90,000",Contract,Small (1-50 employees),Consultant
Bachelor,12,IT,HTML/CSS,Retail / Wholesale,New York,"$70,000 - $90,000",Contract,Large (501-10000 employees),Analyst
Master,3,Hospitality,Problem Solving,Media / Entertainment / Internet,London,"$70,000 - $90,000",Contract,Medium (51-500 employees),Designer
Master,6,Healthcare,Communication,Healthcare / Medical Services,Sydney,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Analyst
Master,7,Media,Problem Solving,Retail / Wholesale,Berlin,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Designer
Bachelor,17,IT,Problem Solving,Retail / Wholesale,San Francisco,"$70,000 - $90,000",Full-time,Small (1-50 employees),Consultant
High School,15,Ecommerce,Python,Education / Teaching,London,"$90,000 - $110,000",Contract,Small (1-50 employees),Administrator
Bachelor,8,Hospitality,Machine Learning,Healthcare / Medical Services,San Francisco,"$90,000 - $110,000",Remote,Medium (51-500 employees),Analyst
Bachelor,11,Recruitment,SQL,Finance / Banking,Toronto,"$50,000 - $70,000",Contract,Small (1-50 employees),Engineer
PhD,18,Industrial,JavaScript,Healthcare / Medical Services,Berlin,"$50,000 - $70,000",Contract,Large (501-10000 employees),Analyst
Bachelor,13,Industrial,JavaScript,Media / Entertainment / Internet,San Francisco,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Consultant
Master,16,Industrial,Data Analysis,Media / Entertainment / Internet,Berlin,"$70,000 - $90,000",Full-time,Small (1-50 employees),Administrator
Bachelor,8,IT,Java,IT-Software / Software Services,Tokyo,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Analyst
Master,13,Education,C++,Healthcare / Medical Services,Shanghai,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Analyst
High School,4,Media,Machine Learning,Healthcare / Medical Services,San Francisco,"$110,000 - $130,000",Contract,Medium (51-500 employees),Manager
Bachelor,7,Ecommerce,HTML/CSS,Recruitment / Staffing,Paris,"$50,000 - $70,000",Contract,Enterprise (10000+ employees),Designer
PhD,11,Finance,Java,Retail / Wholesale,Singapore,"$50,000 - $70,000",Remote,Medium (51-500 employees),Analyst
High School,6,Media,Machine Learning,IT-Software / Software Services,London,"$110,000 - $130,000",Contract,Large (501-10000 employees),Designer
Bachelor,10,IT,Java,Internet / Ecommerce,Paris,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Administrator
High School,13,Ecommerce,HTML/CSS,IT-Software / Software Services,Berlin,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Administrator
